날짜,지점,강수량(mm)
20210517,동두천,1.0
20210518,동두천,0.0
20210519,동두천,0.0
20210520,동두천,1.4
20210521,동두천,3.1
20210522,동두천,0.1
20210523,동두천,0.0
20210524,동두천,0.0
20210525,동두천,21.2
20210526,동두천,0.2
20210527,동두천,12.5
20210528,동두천,22.5
20210529,동두천,3.2
20210530,동두천,7.4
20210531,동두천,13.5
20210601,동두천,3.1
20210602,동두천,0.0
20210603,동두천,13.8
20210604,동두천,0.0
20210605,동두천,0.0
20210606,동두천,0.0
20210607,동두천,0.0
20210608,동두천,0.0
20210609,동두천,0.0
20210610,동두천,5.8
20210611,동두천,4.8
20210612,동두천,0.0
20210613,동두천,0.0
20210614,동두천,0.0
20210615,동두천,14.0
20210616,동두천,0.0
20210617,동두천,0.5
20210618,동두천,5.3
20210619,동두천,0.0
20210620,동두천,0.0
20210621,동두천,0.0
20210622,동두천,0.1
20210623,동두천,0.0
20210624,동두천,0.0
20210625,동두천,0.0
20210626,동두천,3.8
20210627,동두천,2.3
20210628,동두천,23.7
20210629,동두천,13.3
20210630,동두천,12.8
20210701,동두천,0.0
20210702,동두천,0.0
20210703,동두천,34.8
20210704,동두천,16.0
20210705,동두천,0.0
20210706,동두천,0.0
20210707,동두천,0.0
20210708,동두천,1.4
20210709,동두천,2.1
20210710,동두천,26.7
20210711,동두천,1.3
20210712,동두천,0.0
20210713,동두천,0.0
20210714,동두천,0.0
20210715,동두천,0.4
20210716,동두천,15.8
20210717,동두천,0.0
20210718,동두천,0.0
20210719,동두천,0.0
20210720,동두천,0.0
20210721,동두천,0.0
20210722,동두천,0.0
20210723,동두천,0.0
20210724,동두천,0.0
20210725,동두천,0.0
20210726,동두천,0.0
20210727,동두천,0.0
20210728,동두천,0.0
20210729,동두천,0.0
20210730,동두천,0.0
20210731,동두천,1.7
20210801,동두천,25.3
20210802,동두천,0.8
20210803,동두천,0.0
20210804,동두천,0.0
20210805,동두천,0.0
20210806,동두천,1.1
20210807,동두천,0.0
20210808,동두천,0.0
20210809,동두천,0.0
20210810,동두천,0.0
20210811,동두천,0.0
20210812,동두천,0.0
20210813,동두천,0.0
20210814,동두천,0.0
20210815,동두천,0.0
20210816,동두천,1.8
20210817,동두천,0.0
20210818,동두천,1.2
20210819,동두천,0.0
20210820,동두천,0.0
